Date,Mkt-RF,SMB,HML,RMW,CMA,RF,QMJ,BAB,UMD,Momentum ,TSMOM,Carry,ESG,E,S,G
1993/9/1,-0.12,2.94,-0.35,0.25,-0.16,0.26,-0.181247685,3.083223477,3.261350144,3.37,-2.183540921,0.27602,,,-0.7336417,0.6481308
1993/10/1,1.41,1.89,-2.78,0.58,0.6,0.22,-0.387143949,3.259676319,-1.94894355,-2.72,4.483641635,0.91146,,,-3.4244483,-1.8278275
1993/11/1,-1.89,-1.18,-0.66,2.19,-0.94,0.25,1.471795846,-3.47626728,-4.669087176,-4.73,0.84537275,-0.2341,,,-2.7087183,-3.4501967
1993/12/1,1.65,1.38,0.27,1.17,-0.34,0.23,0.182382931,1.293940317,2.264046456,2.36,6.187634032,-1.09856,,,1.0132117,2.9835842
1994/1/1,2.87,0.08,1.28,-1.75,1.43,0.25,-2.422127316,3.496142207,0.283351939,0,1.132375567,-0.03344,,,-1.8768383,0.5181608
1994/2/1,-2.55,2.67,-1.56,2.15,-1,0.21,2.720009138,-1.237627312,0.072502824,-0.3,-4.760673148,-1.49122,,,1.4603742,-2.4665517
1994/3/1,-4.78,-1.09,1.55,0.71,1.28,0.27,1.559420119,-0.810369844,-1.079512502,-1.27,-6.45314229,-1.44586,,,2.7089517,4.8687317
1994/4/1,0.68,-1,1.66,1.06,1.11,0.27,0.510120234,-1.260133018,-0.092228153,0.39,-0.267154101,-0.42742,,,-1.7872433,2.499935
1994/5/1,0.58,-2.53,0.7,0.6,0.68,0.31,-0.116494963,0.898592387,-1.836398129,-2.19,0.451827006,-0.04368,,,5.4855592,3.87789
1994/6/1,-3.03,-0.48,1.67,1.21,1.47,0.31,1.448751693,1.49899308,-0.592809208,-0.87,-1.26539209,-1.67082,,,0.0512475,0.8394542
1994/7/1,2.82,-1.79,0.57,-0.6,0.11,0.28,-0.659186811,-0.744279943,0.059601126,0.1,-1.956956923,0.58974,,,-1.0652417,0.2163108
1994/8/1,4.01,1.38,-2.5,0.96,-1.47,0.37,1.86325126,-2.284018375,1.236026475,1.55,1.9818197,-0.4232,,,-4.0036808,-4.74104
1994/9/1,-2.31,2.76,-1.84,0.53,0.9,0.37,1.602570945,3.837485808,1.535619286,1.31,2.763018869,-0.26106,,,-0.1621442,0.7505683
1994/10/1,1.34,-2.31,-1.63,0.24,-0.69,0.38,3.097532749,-2.003683799,1.092576964,1.49,1.645391977,0.23732,,,1.1070783,-2.8372158
1994/11/1,-4.04,0.13,-0.73,0.4,-0.39,0.37,2.746541934,-3.899346127,-0.046816357,-0.18,2.220281449,2.11228,,,-1.0813742,-4.0715542
1994/12/1,0.86,-0.04,-0.09,0.39,0.3,0.44,0.460671756,-3.058521533,3.933019431,3.48,1.847064448,-0.6782,,,0.7414892,0.56842
1995/1/1,1.8,-3.02,2.51,0.2,-0.76,0.42,0.574407576,1.288318612,-1.549938916,-1.81,0.799703748,0.33662,,,-1.2947075,0.5484083
1995/2/1,3.63,-0.54,1.09,0.56,-0.28,0.4,-0.290292902,1.337906108,-0.532417055,-0.39,-2.474759653,0.13908,,,0.5616808,-0.1890133
1995/3/1,2.19,-0.53,-2.08,-0.13,0.24,0.46,1.26022717,1.219074146,0.300483118,0.43,4.188290805,-1.10158,,,-2.6452108,1.6457633
1995/4/1,2.11,-0.22,1.7,0.4,0.89,0.44,-0.091074741,1.309052122,1.477463959,1.79,-1.041427388,1.49572,,,1.2902617,-1.8109408
1995/5/1,2.9,-2.18,2.27,0.36,0.1,0.54,-0.232210455,1.436279841,-0.108042157,-0.42,1.093906257,3.72628,,,-4.3308017,0.324005
1995/6/1,2.72,3.03,-2.54,-0.35,-2.48,0.47,-0.376991614,1.842731962,2.780796698,2.93,1.029437167,-0.13404,,,2.6900275,-5.6766858
1995/7/1,3.72,2.08,-1.59,0.28,-1.64,0.45,-0.587224953,1.59219783,2.362875389,2.57,-1.44575467,1.36364,,,5.31131,-2.9027475
1995/8/1,0.55,1.76,2.81,-1.22,1.61,0.47,-2.156269573,3.441595637,0.060612499,0.16,-1.561456913,2.5819,,,-1.3250675,1.6564883
1995/9/1,3.35,-1.9,-0.05,1.02,0.38,0.43,0.919582327,3.195475717,2.204909336,2.91,4.505987123,1.10924,,,-4.470365,1.4414733
1995/10/1,-1.52,-4.07,-0.51,1.86,-0.04,0.47,4.317053388,-0.387800775,4.501578983,4.16,1.759604266,-0.08966,,,-1.7160342,3.1274783
1995/11/1,3.96,-1.07,0.58,-0.56,1.13,0.42,-0.230383649,-1.045365275,0.154079891,-0.68,3.279356291,1.94614,,,1.2012417,-0.3703792
1995/12/1,1.03,0.73,0.18,-1.38,3.08,0.49,-0.833769363,2.250647778,2.503070606,2.52,1.562929404,0.6537,,,0.1581767,6.2379525
1996/1/1,2.26,-2.56,0.4,0.19,2.31,0.43,-1.600179155,4.396330097,0.495187126,0.54,-2.703733694,1.5915,,,-2.42767,-0.9634575
1996/2/1,1.33,1.76,-1.07,0.24,-1.89,0.39,0.873168041,0.815670956,0.652931026,0.59,-2.284222647,-0.38668,,,-3.1395283,-5.915005
1996/3/1,0.73,1.64,0.36,1.48,-0.96,0.39,-0.758796583,2.593315733,-1.629938946,-1.84,2.501014128,1.73976,,,5.9783158,-0.1011767
1996/4/1,2.06,4.7,-4.05,-0.16,-2.11,0.46,0.613113205,0.077118656,-1.24457283,-0.88,4.116664906,2.72018,,,-0.4115083,-3.269525
1996/5/1,2.36,3.22,-0.89,0.16,-0.3,0.42,0.637332671,3.722788201,1.077438458,1.54,0.239541235,-0.0575,,,-4.13451,-5.000505
1996/6/1,-1.14,-3.64,2.38,3.48,1.2,0.4,1.826966399,3.414339258,0.468481381,0.98,1.78020285,0.31932,,,-3.9595767,5.6124883
1996/7/1,-5.97,-3.8,5.14,2.97,2.56,0.45,2.351257298,-0.14664189,-0.177254242,-0.17,-4.505258254,-2.23282,,,-0.74684,3.6039383
1996/8/1,2.77,2.58,-0.74,-0.41,-2.4,0.41,-0.3231969,1.090246737,0.445123266,0.01,4.262922011,2.05596,,,11.2184833,-3.6447608
1996/9/1,5.01,-1.39,-2.7,1.23,-2.22,0.44,1.996237767,1.312834288,2.114692421,2.7,8.571259835,2.91758,,,4.0882233,-3.1169858
1996/10/1,0.86,-3.76,4.94,1.38,3.26,0.42,1.047178085,3.270284499,3.306693587,3.79,2.211791255,0.742,,,-0.76233,4.1919508
1996/11/1,6.25,-3.82,1.39,2.1,-0.78,0.41,1.681163508,0.902471014,-2.218093297,-2.37,7.612694763,2.12562,,,-0.7433442,0.6287925
1996/12/1,-1.7,3.26,1.32,0.38,1.47,0.46,-0.386340924,2.453733539,0.940979631,0.63,3.02506398,0.3821,,,-3.0364333,2.2259583
1997/1/1,4.98,-1.82,-1.46,1.22,-0.13,0.45,0.937654905,3.946264928,1.674221638,1.95,3.910174739,1.89342,,,-2.2592417,-2.4456742
1997/2/1,-0.49,-2.56,5.69,0.65,3.48,0.39,0.724298702,5.868271786,-2.07368583,-2.13,-1.605529963,2.03476,,,-4.4006625,4.7186592
1997/3/1,-5.02,-0.43,3.4,0.45,1.71,0.43,0.965131738,2.980945781,1.705550285,0.9,2.053685318,-1.27218,,,3.7496675,4.4348142
1997/4/1,4.04,-5.71,0.07,3.24,-0.71,0.43,3.722267923,-1.461072873,5.135032387,4.86,2.954187953,3.97886,,,1.4483025,-0.2100392
1997/5/1,6.74,4.75,-4.12,-1.02,-2.95,0.49,-0.118059741,-1.738104074,-4.570816144,-5.17,0.875655612,1.58202,,,-0.10278,-7.0870783
1997/6/1,4.1,1.21,1.59,0.56,0.63,0.37,1.039935049,5.752327622,2.875150035,2.6,3.410098653,-0.30452,,,2.5001342,0.599265
1997/7/1,7.33,-2.77,0.29,0.07,-2.55,0.43,0.177864687,0.919124942,3.481404686,3.79,7.455212636,2.71178,,,5.6587083,1.5332075
1997/8/1,-4.15,7.63,1.2,-1.09,0.09,0.41,-1.128997806,2.158510008,-2.038458728,-2.56,-5.510294693,0.22018,,,-1.3200683,1.2343458
1997/9/1,5.35,2.49,0.38,-1.62,-0.85,0.44,-1.893607805,8.23681769,1.553945279,1.47,3.960193651,-1.58422,,,2.245075,-2.2892208
1997/10/1,-3.8,-0.55,2.25,1.04,1.88,0.42,0.71796109,4.625643954,0.088737385,-0.57,-0.375770611,-2.75298,,,0.3110558,2.6420125
1997/11/1,2.98,-5.1,1.19,2.81,1.67,0.39,3.199005391,1.654974533,0.8399338,0.33,1.699854388,1.41914,,,-1.4734542,5.35509
1997/12/1,1.32,-2.02,3.86,0.8,1.99,0.48,-0.034992979,6.698995424,3.703113902,3.98,4.969929468,2.11406,,,-0.6571117,-0.5234275
1998/1/1,0.15,-1.36,-1.59,0.87,-0.84,0.43,1.430666168,-1.359167297,-0.143276596,0.14,2.977608159,-0.4288,,,4.3153058,5.705945
1998/2/1,7.04,0.2,-0.85,-0.34,-2.32,0.39,-0.151233049,0.088634614,-1.052685521,-1.12,2.750020985,0.32958,,,3.3441183,-5.18611
1998/3/1,4.76,-0.63,1.41,-0.29,-0.41,0.39,-0.629685225,3.722038154,1.561036819,2.15,4.860379035,-0.53382,,,1.8075717,-0.6130175
1998/4/1,0.73,-0.05,0.9,-1.67,-0.44,0.43,-0.538712738,3.156749279,0.792156306,0.74,0.265568031,-0.54026,,,7.0182158,-0.4236292
1998/5/1,-3.07,-2.92,3.4,1.08,2.74,0.4,1.426710054,1.749786703,2.138217586,1.82,4.81595766,1.51022,,,-2.5724208,1.4928008
1998/6/1,3.18,-3.67,-1.96,-0.26,-3.13,0.41,1.448046209,-1.175464345,7.753221706,7.28,2.99044907,1.30144,,,1.3197675,4.0767192
1998/7/1,-2.46,-5.27,-1.76,1.72,0.45,0.4,1.649243812,-0.293634957,3.848420045,3.74,4.43308109,1.91304,,,-3.3031383,3.6570275
1998/8/1,-16.08,-5.17,3.6,3.44,5.89,0.43,7.507991975,-0.798666166,2.346954002,1.84,6.310042568,-1.15694,,,-1.7290533,7.7848367
1998/9/1,6.15,-0.77,-3.37,-1.9,-2.97,0.46,-0.233838318,-3.691741205,-1.59498632,-0.81,0.763663123,-2.67662,,,-2.4088283,6.7536142
1998/10/1,7.13,-3.42,-2.29,0.94,0.32,0.32,-0.055529358,-8.763556761,-4.471207599,-5.37,-1.148611197,2.27854,,,-3.4452783,0.7211292
1998/11/1,6.1,0.71,-3.23,-0.91,-1.14,0.31,0.229516541,-3.565801152,0.36768672,1.2,3.226912123,0.6367,,,-1.6820692,-1.8820975
1998/12/1,6.16,-1.57,-4.18,-0.76,-3.41,0.38,0.736048652,-2.871741331,8.983686963,8.91,3.8637676,1.55238,,,3.0905908,0.00624583
1999/1/1,3.5,-0.73,-4.62,-2.79,-6.78,0.35,-2.835256712,-3.717377911,2.27479037,3.03,-0.293724851,0.0418,,,8.5205583,-1.8784742
1999/2/1,-4.08,-5.2,1.88,-1.17,4.06,0.35,-0.63552545,1.002598395,-0.46822224,-0.1,-2.586296761,2.66032,,,2.9797033,0.0956458
1999/3/1,3.45,-4.23,-2.77,-4.1,-1.41,0.43,-2.515914191,-7.300480847,-2.377538588,-1.27,-3.844433356,-1.18744,,,5.1726075,-1.42922
1999/4/1,4.33,4.53,2.41,-2.55,0.93,0.37,-3.915673758,-0.20396841,-9.007602874,-9.04,-0.807887775,2.31612,,,4.9902692,-4.3160475
1999/5/1,-2.46,3.74,2.3,1,3.32,0.34,1.833017748,3.611993455,-2.997623287,-5.19,0.382942955,1.72836,,,-4.4968583,-2.8319167
1999/6/1,4.77,2.3,-3.27,1.12,-3.24,0.4,1.339821949,-1.327659279,4.474167497,5.06,-2.326836455,-1.21184,,,0.8885467,1.15693
1999/7/1,-3.49,2.57,-0.42,0.38,3.19,0.38,2.334685763,0.095462431,2.168142459,1.66,0.48770556,-0.66664,,,-0.7492317,3.0155725
1999/8/1,-1.38,-1.72,-1.84,-0.21,0.63,0.39,2.874326117,-2.674916167,3.311634842,3.12,-0.189634104,0.1861,,,1.4455617,1.1697833
1999/9/1,-2.79,2.62,-3.48,-0.74,-1.17,0.39,1.042684665,-4.971119181,6.128673689,6.47,0.379121382,1.17522,,,4.8879167,3.5581392
1999/10/1,6.12,-6.89,-3.37,-1.72,-1.22,0.39,-0.727926285,-2.416560447,5.109325449,5.5,1.875675904,0.64844,,,11.3673583,5.6999675
1999/11/1,3.37,5.8,-6.16,-4.29,-1.78,0.36,-0.832979218,-11.95037769,5.730845233,5.64,5.954054877,0.46516,,,4.5784075,0.4438508
1999/12/1,7.72,5.34,-8.32,-7.6,-5.61,0.44,-1.987323006,-11.3230341,10.60920392,13.22,6.676180275,0.3659,,,10.86355,1.0485742
2000/1/1,-4.74,4.45,-1.89,-6.29,4.74,0.41,-2.931838687,-0.202559971,1.270115612,1.92,0.347870671,3.41066,,,0.3130408,7.4463192
2000/2/1,2.45,18.38,-9.81,-18.76,-0.35,0.43,-7.936040019,-13.44577857,17.01097082,18.2,1.903713269,2.90232,,,11.534,-9.4296167
2000/3/1,5.2,-15.39,8.23,11.82,-1.61,0.47,4.98609922,0.080946866,-4.93878597,-6.83,-3.490521225,-2.36918,,,1.8876242,4.9835967
2000/4/1,-6.4,-4.96,7.25,7.67,5.62,0.46,6.65645476,6.896826065,-8.046556826,-8.39,1.772203941,2.9838,,,-10.1979167,-4.0500142
2000/5/1,-4.42,-3.87,4.83,4.18,1.32,0.5,3.42048457,6.048657484,-7.286739971,-8.98,0.963292566,1.28074,,,-14.7171,-3.4473867
2000/6/1,4.64,9.87,-8.41,-8.26,-2.91,0.4,-3.603134595,-10.11698843,14.23426292,16.61,1.136554104,-0.55566,,,2.7280425,-2.4186517
2000/7/1,-2.51,-1.02,8.33,6.09,2.96,0.48,3.144822718,6.138408221,-0.47491043,-0.1,-0.029560142,0.21446,,,-2.939015,4.8348975
2000/8/1,7.03,-1.01,-1.37,-3.01,1.06,0.5,-2.776364138,-5.073292816,5.139688337,5.73,5.452449871,1.103,,,2.0382842,-1.41221
2000/9/1,-5.45,0.26,7.17,2.89,5.56,0.51,3.17135344,8.165082917,0.684158002,1.97,-1.379315838,0.68636,,,-9.5615833,4.7968058
2000/10/1,-2.76,-2.72,5.64,9.28,3.84,0.56,8.516333419,1.276480741,-4.442116281,-4.48,2.733824059,1.61712,,,-10.51255,4.5769842
2000/11/1,-10.72,-0.58,12.34,13.38,8.42,0.51,12.40492058,13.49206313,-2.841526364,-2.32,4.008856595,0.75418,,,-9.359275,2.2922917
2000/12/1,1.19,3.3,7.6,2.44,4.79,0.5,-1.633186618,8.376797181,6.264609576,6.74,-1.128907056,-3.06058,,,-8.1276675,-8.2830483
2001/1/1,3.13,5.45,-5.11,-5.46,-5.05,0.54,-6.787129846,-15.66759206,-25.45876643,-25.3,0.140829967,-0.49392,,,7.0862342,2.59849
2001/2/1,-10.05,2.79,12.48,9.12,9.06,0.38,7.087589842,15.35998928,12.72085459,12.57,3.018560764,-0.87624,,,-15.417075,3.5435858
2001/3/1,-7.26,2.36,6.43,3.39,3.9,0.42,4.598070648,10.54317954,8.484117048,8.55,6.12331207,1.9007,,,-5.9779417,4.7734783
2001/4/1,7.94,-0.88,-4.69,-3.48,-3.18,0.39,-1.916935706,-4.776761881,-8.04374642,-7.9,-6.227605677,2.00542,,,7.0455225,-0.480225
2001/5/1,0.72,3.59,3.36,0.25,1.91,0.32,-1.425292828,6.65355168,2.088554042,2.21,-0.045465351,1.81406,,,-3.7667867,2.1111708
2001/6/1,-1.94,6.57,-1.13,1.27,-1.51,0.28,1.985690466,3.4260013,1.936812614,0.38,2.145978239,1.75654,,,-0.8489817,-1.4165575
2001/7/1,-2.13,-2.83,5.21,7.42,3.04,0.3,4.704712961,7.082405362,5.705824247,5.58,0.571883157,-0.32608,,,0.6767183,0.4341942
2001/8/1,-6.46,2.71,2.3,4.06,6.56,0.31,4.187723346,7.047741509,6.244692543,5.53,3.955037574,1.57668,,,-7.1863167,-0.3469725
2001/9/1,-9.25,-5.73,1.46,5.03,3.22,0.28,5.968285562,5.185656777,10.35931532,11.48,9.372832673,2.0586,,,-6.1979283,-1.2938542
2001/10/1,2.46,5.28,-7.66,-3.01,-4.55,0.22,-0.708945087,-6.997386126,-7.694174558,-8.47,4.948790256,1.96564,,,2.9666558,0.767025
2001/11/1,7.54,-0.31,2.22,-3.74,-1.66,0.17,-2.000718511,-6.402304359,-9.020027248,-8.69,-5.754640275,0.60462,,,3.917555,5.6105117
2001/12/1,1.6,5.16,0.85,0.35,-0.28,0.15,-0.535142754,1.937699489,-0.466408516,0.07,-0.409158631,1.07552,,,0.3798358,-2.22953
2002/1/1,-1.44,1.25,3.44,4.69,2.85,0.14,4.941375452,5.121787759,4.844681985,3.75,1.594842699,-1.44732,,,-7.2753717,2.5340017
2002/2/1,-2.29,-0.36,2.16,8.06,5.1,0.13,3.591336587,9.661308585,6.853534136,6.82,0.448793125,0.98624,,,-6.4203333,-0.9259817
2002/3/1,4.24,4.24,1.07,-1.78,0.59,0.13,-2.098634918,3.073225898,-1.278399538,-1.64,-4.996253705,0.13644,,,0.9120075,-2.6410875
2002/4/1,-5.2,6.73,3.88,4.59,5.37,0.15,2.814318869,12.96488945,7.850336216,7.63,1.676481298,0.738,,,-8.218375,-1.0681783
2002/5/1,-1.38,-3.02,1.53,2.35,2.42,0.14,1.796334248,7.399613643,3.40094122,3.16,2.85960258,1.3601,,,-1.0118767,-0.2101742
2002/6/1,-7.21,3.88,-0.03,3.93,2.51,0.13,3.57338452,8.096037445,6.867295731,6.03,6.130699545,-1.90398,,,4.6367175,-2.1801833
2002/7/1,-8.18,-6.42,-3.87,3.76,-1.02,0.15,6.222374746,-1.349752072,3.445487615,3.74,5.659560832,-2.21368,,,-5.4855308,0.2437917
2002/8/1,0.5,-1.32,3.31,1.34,-1.42,0.14,0.752315067,3.11129053,2.144171451,1.9,3.313776126,-0.35008,,,-1.2759025,-2.8959842
2002/9/1,-10.35,3.1,1.44,3.26,-2.22,0.14,4.464998706,5.518840752,9.152546355,9.13,6.849943887,3.74196,,,0.76162,-5.4684042
2002/10/1,7.84,-4.3,-3.95,-3.36,0.78,0.14,-0.079298995,-8.897293957,-5.85225967,-5.58,-3.051785063,1.26606,,,1.0708233,6.5216758
2002/11/1,5.96,2.95,-1.27,-9.19,5.15,0.12,-9.098653037,-14.37289369,-15.85891207,-16.33,-0.870303217,0.73804,,,9.771175,12.6195583
2002/12/1,-5.76,0.64,2.13,6.27,-1.69,0.11,4.416302606,12.17812737,9.875819752,9.64,9.293589443,2.06464,,,-7.2913625,-3.26617
2003/1/1,-2.57,0.67,-0.73,-1.03,0.76,0.1,-0.319169518,1.389738866,1.399433088,1.55,4.901444415,1.03232,,,2.2546592,2.3183042
2003/2/1,-1.88,-0.93,-1.38,0.87,-0.61,0.09,2.395534284,1.888078714,1.864465058,1.17,4.990623071,1.94126,,,0.3950125,-1.6579475
2003/3/1,1.09,0.68,-1.93,1.87,-0.76,0.1,1.003766125,1.207972781,0.99942322,1.48,-2.658702337,-3.40072,,,5.6691817,-4.4036108
2003/4/1,8.22,1.05,1.17,-4.67,1.08,0.1,-6.020890705,-3.426901186,-9.344572678,-9.33,-0.019653904,1.9809,,,1.6588483,4.1243225
2003/5/1,6.05,4.85,0.53,-7.02,3.02,0.09,-7.207399854,-5.611085618,-8.853519843,-10.7,6.510377357,4.2439,,,-5.9170283,4.6408783
2003/6/1,1.42,1.66,0.19,0.44,-0.34,0.1,-0.957537408,1.856988329,-1.156344236,-1,-2.255840011,0.2432,,,-3.0938608,-0.2094667
2003/7/1,2.35,4.58,-1.19,-4.23,1.85,0.07,-2.335425761,0.554011945,-0.103162735,-0.32,-7.18800825,0.81474,,,3.8511875,1.9573375
2003/8/1,2.34,2.52,1.54,-2.21,2.13,0.07,-1.280730563,0.345862937,-0.43581104,-0.62,-2.076351433,1.07742,,,2.202025,6.4625558
2003/9/1,-1.24,0.55,0.1,1.06,0.34,0.08,-0.105153393,1.793092749,0.106375329,-0.19,5.949922985,2.65226,,,-4.0463058,-0.6525083
2003/10/1,6.08,2.67,1.92,-1.3,1.48,0.07,-1.278743461,0.2627079,4.245529511,3.99,3.563980374,1.71944,,,0.9222633,5.6502408
2003/11/1,1.35,2.25,1.81,0.12,1.81,0.07,0.487307188,4.577925187,1.541814669,1.46,1.925381637,1.23094,,,-4.1696025,0.7225483
2003/12/1,4.29,-2.53,1.6,0.51,0.95,0.08,-1.896238427,6.270353349,-4.921114771,-5.57,7.403123884,1.50042,,,1.2897333,-1.9920967
2004/1/1,2.15,2.44,2.46,-3.66,3.39,0.07,-4.011119011,-1.462480351,2.545111356,2.58,0.831966078,0.10448,,,-0.14436,4.0096717
2004/2/1,1.4,-0.88,0.87,2.15,-1.22,0.06,0.412125162,5.388033772,-0.958780884,-1.14,5.87351874,2.69818,,,-3.9178042,-0.1132908
2004/3/1,-1.32,2.12,0.23,1.61,-0.99,0.09,1.293052427,5.129355475,-0.044257633,0.17,0.391589331,0.13922,,,-1.9161617,1.7585925
2004/4/1,-1.83,-2.07,-3.02,3.42,-2.76,0.08,3.947562898,0.086187881,-5.508393313,-5.38,-4.457236411,-0.91826,,,-1.7623758,-6.80997
2004/5/1,1.17,-0.42,-0.23,-1.15,0,0.06,-0.213297055,0.378858517,1.700002126,1.5,-1.446776934,0.1825,,,5.0793208,1.613465
2004/6/1,1.86,2.57,1.23,1.19,-0.38,0.08,-0.073619675,2.546932832,2.019531187,2.05,-1.584486004,0.82188,,,-2.2343958,-0.1387058
2004/7/1,-4.06,-2.95,3.22,5.31,-1.66,0.1,3.390100933,5.978453036,-1.938431617,-2.28,-0.689842155,1.90032,,,1.2945917,3.4347592
2004/8/1,0.08,-1.15,1,1.24,-1.44,0.11,-0.030013064,2.665545645,-1.480352879,-1.59,0.365464528,0.7885,,,-0.60634,-2.67498
2004/9/1,1.6,3.27,-0.02,-1.44,-1.89,0.11,-1.113701395,2.997500458,4.598184375,5.49,5.881412214,0.61346,,,1.6113358,0.0171417
2004/10/1,1.43,0.19,-0.25,-0.49,0.49,0.11,0.469515466,1.529111073,-0.901121626,-1.38,1.122234112,-0.60888,,,-1.2865758,3.6895508
2004/11/1,4.54,4.11,1.45,-0.59,-0.21,0.15,-1.996107284,3.085074626,2.851683623,3.16,5.237253985,0.31432,,,-3.4764833,1.0702542
2004/12/1,3.43,-0.05,-0.21,-1.17,0.46,0.16,-0.940545776,1.503238548,-2.631247682,-2.87,0.896577055,0.92664,,,-2.440385,-3.0306225
2005/1/1,-2.76,-1.18,2.07,2.72,-1.46,0.16,1.876637082,3.916094595,3.001740325,3.05,2.326746983,1.2386,,,-3.26134,-1.0780133
2005/2/1,1.89,-0.3,1.54,1.42,-0.05,0.16,0.631620662,3.447562147,3.791918636,3.37,-1.340100492,1.25394,,,1.0196625,2.4348333
2005/3/1,-1.97,-1.42,2.05,0.45,1.29,0.21,1.909922842,0.644831344,0.51485891,0.41,0.567629182,1.004,,,-0.7553858,1.6873425
2005/4/1,-2.61,-3.98,0.05,0.94,-0.95,0.21,1.452197918,1.460082799,-0.423100514,-0.69,-3.68072435,0.789,,,-0.9710458,1.3774592
2005/5/1,3.65,2.79,-0.59,-0.95,0.29,0.24,0.161528874,-1.881545831,0.556060044,0.45,2.581713196,1.62232,,,0.1607092,2.2727233
2005/6/1,0.57,3.28,2.81,0.96,-0.52,0.23,-0.865694864,3.710832726,2.753671335,2.05,5.050922964,-0.34034,,,1.9861225,0.7411833
2005/7/1,3.92,2.79,-0.78,-1.23,-0.81,0.24,-0.970634726,1.644017676,0.246162145,0.06,0.348434342,0.29088,,,1.491315,-1.3545158
2005/8/1,-1.22,-0.9,1.34,-2.11,0.36,0.3,-1.027417268,0.27258687,2.465962121,2.08,2.214431932,-0.78082,,,-0.3402733,-0.6807
2005/9/1,0.49,-0.36,0.69,0.27,-0.6,0.29,-0.935980636,0.177092436,3.221069875,3.43,1.59647903,0.44614,,,-1.0245042,-1.3887983
2005/10/1,-2.02,-1.43,0.41,-0.94,-1.29,0.27,1.846934347,-2.207374395,-1.250378656,-1.39,-2.240970513,0.3961,,,-1.9552908,-0.1733008
2005/11/1,3.61,0.84,-1.2,-0.74,-1.14,0.31,-0.105507261,0.010095682,0.017982252,0.35,3.77488178,3.43914,,,1.3142292,-1.7004825
2005/12/1,-0.25,-0.2,0.22,0.21,0.23,0.32,-1.805825708,1.411646307,0.928938899,0.77,1.877214182,-0.60086,,,-1.2833025,0.3070867
2006/1/1,3.04,5.77,1.09,-0.66,-0.43,0.35,-2.114389734,0.912884824,3.748848428,2.53,3.887010821,0.16546,,,3.9887242,-3.579165
2006/2/1,-0.3,-0.43,-0.37,-0.5,1.9,0.34,-0.942328612,0.644288246,-1.800660214,-1.84,-0.404421217,1.42508,,,-1.0109558,-0.8767792
2006/3/1,1.46,3.4,0.55,0.1,-0.4,0.37,-0.684925697,1.062732823,1.534864991,1.26,5.091538829,-0.72758,,,-0.030445,-1.3697175
2006/4/1,0.73,-0.85,2.34,1.79,-0.01,0.36,-0.944086446,1.331756688,1.0640499,0.61,2.484795419,-0.78234,,,-1.9425917,-0.2228992
2006/5/1,-3.57,-2.86,2.39,1.15,1.46,0.43,0.943713909,0.297332928,-2.99520333,-3.7,-2.876265648,0.52526,,,-2.14319,1.8324258
2006/6/1,-0.35,-0.22,0.8,1.33,-0.08,0.4,0.959518251,0.083157277,1.121471493,1.54,0.369537986,1.03364,,,-1.314995,-0.22907
2006/7/1,-0.78,-3.64,2.62,1.64,0.9,0.4,-0.00999147,2.063374631,-1.170882059,-2.13,-0.706818541,0.28734,,,-2.066605,2.2334583
2006/8/1,2.03,0.42,-2.04,-1.9,2.15,0.42,-0.190870551,-0.458170011,-3.28605031,-3.38,-1.375471712,0.90642,,,-1.7508917,-0.1948192
2006/9/1,1.84,-1.43,0.06,0.86,0.57,0.41,1.271231968,-0.174280188,-1.445462312,-0.96,1.395930931,2.08996,,,3.3550325,-0.42838
2006/10/1,3.23,1.95,-0.26,-0.16,0.28,0.41,-1.071264782,0.468362713,-0.154611208,-0.2,1.606081628,-0.03878,,,0.4853375,-2.0620508
2006/11/1,1.71,0.73,0.11,0.18,-0.83,0.42,-0.602689463,1.477117825,-0.132583048,-1.03,0.951616078,-2.61512,,,-1.96683,-0.2813708
2006/12/1,0.87,-0.8,2.71,-0.71,2.05,0.4,-0.726923719,2.551373794,0.055209917,0.79,3.755872081,1.6215,,,-1.9135225,-1.3756592
2007/1/1,1.4,0.09,-0.7,0.27,0.36,0.44,-0.317930143,1.379381735,1.356811285,0.24,2.675493622,0.45248,,,-1.8629567,1.7483192
2007/2/1,-1.96,1.28,-0.12,-0.5,-0.72,0.38,-0.504378492,1.161295632,-1.274981687,-1.35,-3.43807066,-1.04294,-1.1084133,,1.9248483,-0.9523283
2007/3/1,0.68,0.18,-0.94,0.61,-0.66,0.43,0.234187606,0.081687428,2.066284255,2.56,1.9407305,0.6843,-0.693435,,-1.0714025,0.2400417
2007/4/1,3.49,-2.06,-1.43,1.1,1.05,0.44,-0.177694804,0.866914002,0.042151511,-0.24,5.059296167,1.60696,0.798695,,2.0791025,-0.0785308
2007/5/1,3.24,0.38,-0.62,1.55,-1.36,0.41,0.609298105,-1.033063502,-0.287169726,-0.34,2.176058512,1.0439,-0.0297267,,0.0075625,3.0301267
2007/6/1,-1.96,0.75,-1.07,0.53,0.08,0.4,1.091697189,0.802076298,0.165592168,0.51,2.149909053,-0.44276,0.7081158,,-0.2072333,-0.2390467
2007/7/1,-3.73,-2.98,-3.73,0.19,-1.11,0.4,2.368382528,-0.639242333,2.904324789,2.94,-5.462263729,-0.72998,0.7311433,,-0.3055808,0.4752717
